Kuupäev;SO2;NO2;CO;O3;PM10;PM2.5;TEMP;WD10;WS10
"2019-04-30 23:00";0,7;31,9;0,42;69,6;15,4;7,7;8,3;146;0,5
"2019-04-30 22:00";0,6;33,7;0,50;76,9;15,4;7,7;9,9;94;0,5
"2019-04-30 21:00";0,1;12,3;0,23;102,3;13,7;6,8;11,5;11;0,4
"2019-04-30 20:00";0,6;6,7;0,24;108,9;12,0;6,0;12,6;38;0,6
"2019-04-30 19:00";0,2;5,7;0,20;110,3;12,0;6,0;12,9;29;0,7
"2019-04-30 18:00";0,2;4,5;0,19;115,5;11,5;6,4;13,7;79;0,8
"2019-04-30 17:00";0,4;4,2;0,18;116,5;11,1;6,8;13,8;56;0,8
"2019-04-30 16:00";0,3;3,5;0,17;114,4;11,1;6,8;13,4;72;0,9
"2019-04-30 15:00";0,4;5,8;0,17;105,6;12,4;7,3;12,8;93;1,3
"2019-04-30 14:00";0,9;3,5;0,21;103,9;13,7;7,7;12,3;62;1,0
"2019-04-30 13:00";0,8;5,0;0,18;98,4;13,7;7,7;11,9;73;1,3
"2019-04-30 12:00";0,7;2,9;0,17;94,6;15,4;8,1;11,6;59;1,2
"2019-04-30 11:00";0,7;3,8;0,18;83,7;17,1;8,5;10,7;49;1,0
"2019-04-30 10:00";0,5;12,1;0,18;70,2;17,1;8,5;9,1;90;1,2
"2019-04-30 09:00";0,6;15,1;0,19;63,8;15,4;8,1;7,5;96;1,4
"2019-04-30 08:00";0,3;19,8;0,20;56,4;13,7;7,7;6,2;78;1,3
"2019-04-30 07:00";0,2;11,6;0,18;63,7;13,7;7,7;5,3;83;0,9
"2019-04-30 06:00";0,3;6,4;0,21;70,9;12,0;6,8;4,3;21;0,5
"2019-04-30 05:00";0,3;3,9;0,24;76,5;10,2;6,0;4,5;339;0,3
"2019-04-30 04:00";0,2;3,6;0,20;81,2;10,2;6,0;5,6;39;0,6
"2019-04-30 03:00";0,3;5,3;0,20;79,8;13,2;6,0;5,4;350;0,4
"2019-04-30 02:00";0,7;5,4;0,20;78,4;16,2;6,0;5,3;324;0,7
"2019-04-30 01:00";0,7;7,7;0,20;78,0;16,2;6,0;5,7;333;0,8
"2019-04-30 00:00";0,9;6,7;0,20;82,1;11,5;5,1;6,5;334;0,8
"2019-04-29 23:00";3,2;11,7;0,22;80,7;6,8;4,3;7,5;350;0,7
"2019-04-29 22:00";1,4;5,0;0,19;93,2;6,8;4,3;9,3;357;0,8
"2019-04-29 21:00";0,1;6,1;0,18;93,2;6,8;4,3;11,2;30;0,9
"2019-04-29 20:00";-0,0;3,0;0,18;97,2;6,8;4,3;12,4;32;1,1
"2019-04-29 19:00";-0,1;2,8;0,17;99,6;6,8;4,3;13,0;38;1,3
"2019-04-29 18:00";0,2;4,5;0,17;96,7;8,1;4,7;13,2;60;1,4
"2019-04-29 17:00";0,1;3,9;0,17;97,6;9,4;5,1;13,2;74;1,6
"2019-04-29 16:00";-0,2;2,7;0,16;98,8;9,4;5,1;12,9;88;1,6
"2019-04-29 15:00";0,1;1,7;0,16;98,0;11,1;6,0;12,6;59;0,9
"2019-04-29 14:00";0,1;1,9;0,16;94,2;12,8;6,8;12,2;51;1,1
"2019-04-29 13:00";0,1;2,4;0,16;93,7;12,8;6,8;11,6;63;1,3
"2019-04-29 12:00";0,4;2,4;0,17;91,1;13,2;7,3;11,1;74;1,3
"2019-04-29 11:00";0,3;4,6;0,18;81,9;13,7;7,7;10,1;68;1,2
"2019-04-29 10:00";0,7;12,4;0,20;70,1;13,7;7,7;8,2;92;1,3
"2019-04-29 09:00";0,9;11,7;0,20;66,7;10,7;7,3;6,4;78;1,2
"2019-04-29 08:00";0,8;8,9;0,21;67,8;7,7;6,8;4,6;48;1,0
"2019-04-29 07:00";0,6;6,1;0,18;67,5;7,7;6,8;2,9;347;0,6
"2019-04-29 06:00";0,2;4,2;0,17;70,5;8,5;6,8;2,5;332;0,6
"2019-04-29 05:00";0,2;1,4;0,17;75,6;9,4;6,8;3,0;322;0,6
"2019-04-29 04:00";0,4;0,7;0,17;77,7;9,4;6,8;3,5;324;0,7
"2019-04-29 03:00";0,2;0,6;0,17;80,3;9,8;6,4;4,3;33;0,8
"2019-04-29 02:00";0,1;0,5;0,17;83,2;10,2;6,0;5,1;39;1,0
"2019-04-29 01:00";0,4;0,9;0,17;86,3;10,2;6,0;5,9;36;1,3
"2019-04-29 00:00";0,2;1,5;0,17;89,8;9,4;5,6;6,5;24;1,1
"2019-04-28 23:00";0,3;3,3;0,18;92,0;8,5;5,1;7,3;4;0,9
"2019-04-28 22:00";0,1;4,2;0,18;95,9;8,5;5,1;8,5;8;0,9
"2019-04-28 21:00";0,3;3,7;0,17;98,8;8,1;4,7;10,0;23;1,2
"2019-04-28 20:00";0,4;2,2;0,18;101,4;7,7;4,3;11,3;19;1,5
"2019-04-28 19:00";0,3;1,8;0,20;104,8;7,7;4,3;12,1;34;2,1
"2019-04-28 18:00";0,1;1,3;0,16;106,3;9,0;4,3;12,4;38;2,1
"2019-04-28 17:00";0,6;1,2;0,16;104,2;10,2;4,3;12,3;37;2,2
"2019-04-28 16:00";0,4;0,8;0,16;98,7;10,2;4,3;11,8;36;2,2
"2019-04-28 15:00";0,5;0,9;0,16;93,9;10,7;4,7;11,2;41;2,2
"2019-04-28 14:00";0,7;0,9;0,16;91,5;11,1;5,1;10,6;40;2,2
"2019-04-28 13:00";0,4;1,3;0,16;88,1;11,1;5,1;10,0;46;2,1
"2019-04-28 12:00";0,4;1,2;0,15;85,1;11,1;6,4;8,8;48;2,3
"2019-04-28 11:00";0,3;0,5;0,16;82,4;11,1;7,7;7,8;29;2,1
"2019-04-28 10:00";0,8;0,5;0,16;79,5;11,1;7,7;7,2;30;2,1
"2019-04-28 09:00";0,7;0,6;0,15;78,2;14,5;8,5;6,8;41;2,1
"2019-04-28 08:00";0,6;0,4;0,15;77,9;17,9;9,4;6,4;33;1,8
"2019-04-28 07:00";0,8;0,9;0,15;77,3;17,9;9,4;6,1;26;1,3
"2019-04-28 06:00";0,7;1,4;0,16;81,2;18,4;9,4;6,9;25;1,4
"2019-04-28 05:00";0,7;2,1;0,17;89,1;18,8;9,4;8,5;25;1,5
"2019-04-28 04:00";0,9;3,2;0,19;98,6;18,8;9,4;10,0;33;1,4
"2019-04-28 03:00";0,8;3,6;0,18;108,3;18,8;9,8;11,2;35;1,2
"2019-04-28 02:00";1,0;3,7;0,18;110,8;18,8;10,2;12,2;25;0,9
"2019-04-28 01:00";1,1;3,6;0,18;113,3;18,8;10,2;13,2;14;0,9
"2019-04-28 00:00";1,2;3,9;0,18;109,4;20,5;11,1;13,3;10;0,9
"2019-04-27 23:00";0,9;5,7;0,20;113,4;22,2;12,0;14,1;351;1,1
"2019-04-27 22:00";0,6;6,8;0,19;121,6;22,2;12,0;15,4;343;1,2
"2019-04-27 21:00";1,2;4,8;0,19;130,0;23,1;12,8;16,8;351;1,0
"2019-04-27 20:00";1,4;3,5;0,19;135,4;23,9;13,7;18,5;5;1,0
"2019-04-27 19:00";2,9;3,1;0,20;133,8;23,9;13,7;20,0;4;1,5
"2019-04-27 18:00";4,9;3,6;0,21;134,6;25,6;14,5;21,1;24;1,5
"2019-04-27 17:00";3,0;3,9;0,21;136,8;27,3;15,4;22,1;50;1,6
