Kuupäev;SO2;NO2;CO;O3;PM10;PM2.5;TEMP;WD10;WS10
"2018-04-30 23:00";0,9;5,4;0,23;85,7;11,5;7,2;9,4;28;1,2
"2018-04-30 22:00";0,9;8,3;0,25;90,5;14,1;7,2;10,5;15;0,9
"2018-04-30 21:00";0,8;7,5;0,22;93,7;16,2;8,1;11,9;23;0,9
"2018-04-30 20:00";0,6;6,4;0,25;95,0;13,7;7,7;13,1;41;1,2
"2018-04-30 19:00";1,0;5,5;0,23;101,6;11,5;4,3;13,4;36;1,3
"2018-04-30 18:00";0,9;6,5;0,21;94,2;14,5;3,8;13,0;51;1,4
"2018-04-30 17:00";0,9;7,1;0,21;94,6;15,8;5,1;12,5;69;1,4
"2018-04-30 16:00";1,0;4,5;0,21;93,9;18,4;6,4;11,1;37;1,3
"2018-04-30 15:00";1,0;6,9;0,23;84,6;20,1;6,8;9,2;43;1,4
"2018-04-30 14:00";0,9;7,1;0,23;80,7;17,1;8,1;8,6;22;1,1
"2018-04-30 13:00";0,9;8,1;0,25;78,3;15,0;10,2;8,2;22;1,1
"2018-04-30 12:00";0,9;7,9;0,23;77,4;13,7;10,2;7,8;32;1,1
"2018-04-30 11:00";1,5;9,9;0,22;75,3;13,3;8,1;7,9;38;1,1
"2018-04-30 10:00";1,6;8,4;0,21;80,1;10,7;6,4;7,8;24;0,9
"2018-04-30 09:00";1,3;8,3;0,22;73,9;7,7;4,7;7,8;28;0,9
"2018-04-30 08:00";0,9;5,6;0,20;68,7;5,6;3,8;7,5;1;0,6
"2018-04-30 07:00";0,6;4,9;0,21;59,9;4,3;5,1;6,7;334;0,7
"2018-04-30 06:00";0,6;1,8;0,21;63,3;4,3;5,1;6,4;343;0,7
"2018-04-30 05:00";0,6;0,9;0,21;59,3;6,8;4,7;6,5;357;0,6
"2018-04-30 04:00";0,6;1,3;0,21;62,9;9,4;6,4;7,1;12;0,4
"2018-04-30 03:00";0,6;4,1;0,24;61,8;12,4;8,5;7,5;353;0,7
"2018-04-30 02:00";0,5;13,3;0,32;50,4;15,8;9,4;8,2;339;0,6
"2018-04-30 01:00";0,8;11,8;0,29;55,2;18,4;9,8;8,2;322;0,3
"2018-04-30 00:00";0,7;19,0;0,34;55,9;15,4;10,6;8,5;336;0,6
"2018-04-29 23:00";0,8;14,6;0,31;65,9;10,7;10,2;9,3;57;0,3
