Kuupäev;SO2;NO2;CO;O3;PM10;PM2.5;TEMP;WD10;WS10
"2018-01-31 23:00";0,1;11,3;0,42;42,7;16,2;10,2;-4,0;102;1,5
"2018-01-31 22:00";0,2;17,6;0,43;38,4;14,5;9,8;-4,1;107;1,3
"2018-01-31 21:00";-0,2;14,6;0,42;40,7;17,1;12,3;-4,5;125;1,8
"2018-01-31 20:00";0,1;25,5;0,50;29,7;22,7;18,3;-4,8;130;1,6
"2018-01-31 19:00";0,5;43,6;0,65;19,0;32,5;21,7;-4,5;141;1,4
"2018-01-31 18:00";1,0;83,9;0,93;5,0;34,6;26,0;-4,2;142;0,8
"2018-01-31 17:00";1,1;60,6;0,77;16,9;22,2;20,0;-2,8;172;0,6
"2018-01-31 16:00";0,8;20,7;0,49;40,7;19,7;11,5;-1,2;203;0,9
"2018-01-31 15:00";2,1;33,6;0,48;28,3;22,2;13,6;-1,7;201;0,6
"2018-01-31 14:00";1,0;41,0;0,38;21,7;21,8;14,5;-2,5;138;1,0
"2018-01-31 13:00";1,2;48,1;0,39;20,1;24,8;19,1;-3,1;144;0,9
"2018-01-31 12:00";1,1;33,2;0,56;27,2;29,1;26,0;-3,3;185;1,0
"2018-01-31 11:00";1,3;52,8;0,62;15,4;29,1;26,8;-3,5;185;1,0
"2018-01-31 10:00";0,9;36,0;0,49;24,0;21,4;17,0;-3,5;199;0,6
"2018-01-31 09:00";0,9;33,3;0,38;26,0;16,2;9,8;-3,6;292;0,6
"2018-01-31 08:00";0,8;22,7;0,35;34,2;15,8;9,8;-3,7;287;0,8
"2018-01-31 07:00";0,7;11,3;0,26;43,3;12,8;9,8;-3,9;297;0,9
"2018-01-31 06:00";0,7;8,1;0,25;46,6;8,6;8,9;-4,0;303;1,0
"2018-01-31 05:00";0,7;3,3;0,24;53,4;11,5;8,5;-3,9;311;1,4
"2018-01-31 04:00";0,8;2,9;0,23;56,7;15,0;8,5;-3,9;316;1,6
"2018-01-31 03:00";0,7;3,6;0,24;54,7;15,0;9,4;-3,7;310;1,6
"2018-01-31 02:00";1,0;3,6;0,26;49,5;15,8;9,8;-3,7;323;1,2
"2018-01-31 01:00";1,2;4,7;0,27;49,7;17,1;10,6;-3,7;330;1,5
"2018-01-31 00:00";1,2;6,8;0,28;48,0;18,4;13,6;-3,6;323;1,8
"2018-01-30 23:00";1,8;7,0;0,31;47,9;17,5;14,5;-3,5;326;2,2
"2018-01-30 22:00";1,7;12,1;0,34;41,9;19,2;15,7;-3,3;324;2,0
"2018-01-30 21:00";1,4;12,3;0,36;41,8;22,2;16,2;-3,4;327;1,7
"2018-01-30 20:00";1,9;21,4;0,42;32,2;23,9;16,6;-3,5;327;1,8
"2018-01-30 19:00";1,8;26,8;0,46;28,1;25,6;17,4;-3,4;321;1,7
"2018-01-30 18:00";2,1;26,5;0,45;22,8;29,5;19,1;-3,0;326;2,3
"2018-01-30 17:00";2,4;31,2;0,48;15,4;33,3;22,1;-2,5;327;1,7
"2018-01-30 16:00";2,7;24,5;0,44;20,0;35,1;24,3;-2,4;326;1,9
"2018-01-30 15:00";5,0;24,2;0,44;18,2;31,6;23,0;-2,5;329;1,6
"2018-01-30 14:00";0,5;17,5;0,42;24,7;23,5;19,6;-2,7;334;1,5
"2018-01-30 13:00";0,2;15,8;0,40;25,8;22,7;18,3;-2,8;338;1,5
"2018-01-30 12:00";0,1;13,4;0,39;27,2;24,4;14,9;-2,8;345;1,6
"2018-01-30 11:00";0,4;14,2;0,38;28,9;17,5;11,9;-2,6;353;1,3
"2018-01-30 10:00";0,1;9,5;0,37;31,7;12,8;9,8;-2,5;358;1,5
"2018-01-30 09:00";0,1;8,9;0,36;31,6;12,8;10,6;-2,1;11;1,6
"2018-01-30 08:00";0,0;7,3;0,38;32,6;11,1;10,2;-1,8;12;1,6
"2018-01-30 07:00";-0,0;4,4;0,35;33,6;11,5;7,7;-1,3;18;1,4
"2018-01-30 06:00";0,1;3,4;0,35;32,6;14,1;10,6;-0,9;29;1,7
"2018-01-30 05:00";0,1;3,3;0,35;30,7;15,4;10,6;-0,5;36;1,4
"2018-01-30 04:00";0,2;4,7;0,35;29,2;11,1;8,9;-0,2;46;1,5
"2018-01-30 03:00";0,5;12,1;0,35;23,8;6,8;6,0;-0,0;63;1,3
"2018-01-30 02:00";0,1;6,7;0,32;29,6;5,6;4,3;0,1;80;1,2
"2018-01-30 01:00";0,1;4,8;0,29;32,6;6,8;6,0;0,1;98;1,5
"2018-01-30 00:00";0,0;5,6;0,30;31,8;10,3;9,4;0,0;93;1,5
"2018-01-29 23:00";-0,1;8,3;0,36;25,3;14,5;13,6;0,0;96;1,3
"2018-01-29 22:00";0,1;20,6;0,51;15,6;20,9;20,4;0,2;101;0,8
"2018-01-29 21:00";0,2;31,0;0,69;10,5;17,1;18,3;0,3;110;0,7
"2018-01-29 20:00";0,4;28,8;0,46;14,0;14,5;15,7;0,4;146;0,8
"2018-01-29 19:00";0,4;37,2;0,53;10,5;20,1;20,4;0,6;136;0,7
"2018-01-29 18:00";0,4;26,0;0,62;19,4;17,1;17,0;0,7;211;0,4
"2018-01-29 17:00";0,1;22,4;0,46;20,9;12,4;11,5;0,7;272;0,5
"2018-01-29 16:00";0,7;23,9;0,42;21,7;13,3;9,8;0,8;254;0,6
"2018-01-29 15:00";1,4;21,5;0,38;25,8;12,4;10,2;0,7;273;0,7
"2018-01-29 14:00";0,9;21,1;0,42;25,2;8,6;9,4;0,6;275;0,7
"2018-01-29 13:00";0,3;19,5;0,37;27,2;9,0;8,5;0,6;301;0,8
"2018-01-29 12:00";0,3;18,7;0,34;25,7;10,3;8,9;0,6;299;0,7
"2018-01-29 11:00";0,3;26,0;0,39;15,8;10,7;8,1;0,6;330;0,9
"2018-01-29 10:00";0,1;24,7;0,38;16,2;12,4;8,9;0,8;313;1,1
"2018-01-29 09:00";0,5;40,1;0,49;7,1;11,1;9,8;0,9;319;0,7
"2018-01-29 08:00";0,5;41,4;0,55;6,4;7,3;8,1;1,0;313;0,4
"2018-01-29 07:00";0,0;16,7;0,31;20,0;6,4;6,0;1,0;351;0,3
"2018-01-29 06:00";0,2;8,5;0,30;26,9;7,7;5,1;1,0;356;0,4
"2018-01-29 05:00";0,1;13,0;0,34;25,6;8,1;5,5;0,9;112;0,5
"2018-01-29 04:00";-0,1;6,8;0,32;30,0;8,1;6,4;0,9;82;0,4
"2018-01-29 03:00";0,0;4,9;0,32;31,1;10,3;7,2;0,9;44;0,3
"2018-01-29 02:00";0,3;6,8;0,39;34,3;14,5;10,8;0,7;123;0,6
"2018-01-29 01:00";0,2;7,0;0,42;38,3;11,5;10,4;0,6;121;0,6
"2018-01-29 00:00";0,3;7,4;0,35;40,1;5,6;6,8;0,7;114;0,9
"2018-01-28 23:00";0,1;8,9;0,35;41,3;6,4;6,4;0,6;71;0,9
"2018-01-28 22:00";-0,0;11,2;0,33;41,0;9,0;6,0;0,6;143;0,9
"2018-01-28 21:00";-0,0;11,9;0,34;42,2;9,8;6,4;0,6;128;1,3
"2018-01-28 20:00";0,2;14,1;0,37;41,8;7,3;8,1;0,7;143;1,5
"2018-01-28 19:00";0,2;13,1;0,34;43,8;6,0;10,2;0,8;131;1,6
"2018-01-28 18:00";0,3;11,9;0,33;45,5;8,1;9,8;0,8;129;2,0
"2018-01-28 17:00";0,2;11,8;0,34;44,9;8,1;7,7;0,7;155;1,7
"2018-01-28 16:00";0,3;12,9;0,30;43,6;8,6;7,2;0,7;177;2,6
