Kuupäev;SO2;NO2;CO;O3;PM10;PM2.5;TEMP;WD10;WS10
"2016-12-31 23:00";1,6;2,3;0,20;55,9;9,8;3,6;6,4;240;1,1
"2016-12-31 22:00";1,5;2,1;0,21;55,8;11,2;3,6;6,5;229;1,5
"2016-12-31 21:00";1,5;3,2;0,25;54,9;11,6;5,9;6,6;226;1,3
"2016-12-31 20:00";1,8;4,5;0,31;53,6;14,7;7,7;6,6;222;1,2
"2016-12-31 19:00";1,9;5,8;0,35;52,8;16,1;9,0;6,7;227;1,3
"2016-12-31 18:00";1,7;6,7;0,40;52,4;14,3;9,9;6,8;223;1,4
"2016-12-31 17:00";1,8;7,8;0,44;51,4;14,7;8,6;6,7;225;1,4
"2016-12-31 16:00";1,8;8,4;0,46;50,7;16,1;7,7;6,7;225;1,3
"2016-12-31 15:00";1,6;9,5;0,49;49,0;14,3;8,6;6,6;226;1,1
"2016-12-31 14:00";1,4;10,6;0,53;47,0;14,3;6,3;6,5;221;1,1
"2016-12-31 13:00";0,9;8,1;0,40;48,2;16,5;4,5;6,4;221;1,4
"2016-12-31 12:00";0,9;7,4;0,36;48,3;16,5;5,0;6,2;220;1,4
"2016-12-31 11:00";0,8;5,0;0,31;50,2;12,1;3,6;6,1;220;1,5
"2016-12-31 10:00";0,7;4,7;0,31;50,8;9,4;3,2;6,0;220;1,3
"2016-12-31 09:00";0,7;3,3;0,25;52,2;7,6;4,1;5,9;219;1,5
"2016-12-31 08:00";0,6;2,7;0,24;52,1;8,9;4,1;5,6;217;1,4
"2016-12-31 07:00";0,6;3,1;0,21;50,9;10,3;4,5;5,4;219;1,1
"2016-12-31 06:00";0,9;2,0;0,20;51,5;11,6;5,4;5,1;216;1,2
"2016-12-31 05:00";1,2;2,4;0,20;51,6;12,5;5,0;4,9;228;1,4
"2016-12-31 04:00";1,1;2,6;0,21;51,2;14,7;4,1;4,7;220;1,7
"2016-12-31 03:00";1,1;2,9;0,22;50,0;18,3;4,1;4,5;220;1,2
"2016-12-31 02:00";1,4;3,9;0,23;49,3;18,3;7,7;4,5;233;1,2
"2016-12-31 01:00";1,7;4,5;0,25;48,3;21,4;11,8;4,3;220;1,4
"2016-12-31 00:00";2,3;4,1;0,26;49,8;22,3;11,8;4,3;228;1,4
"2016-12-30 23:00";2,4;4,3;0,29;50,9;18,3;9,5;4,3;224;1,5
"2016-12-30 22:00";2,7;4,9;0,32;51,2;19,6;10,4;4,3;233;1,7
"2016-12-30 21:00";3,2;6,4;0,35;50,6;22,8;14,0;4,4;223;1,8
"2016-12-30 20:00";3,3;7,6;0,40;48,8;25,9;15,4;4,5;213;1,5
"2016-12-30 19:00";3,1;11,9;0,53;44,6;33,9;19,0;4,4;209;1,5
"2016-12-30 18:00";3,3;15,5;0,68;41,4;35,7;22,1;4,3;204;1,3
"2016-12-30 17:00";3,6;17,8;0,68;40,8;28,6;19,4;4,2;205;1,1
"2016-12-30 16:00";3,9;14,8;0,53;46,4;27,2;17,2;4,3;213;1,3
"2016-12-30 15:00";4,7;15,6;0,45;45,7;25,5;15,8;4,2;212;1,2
"2016-12-30 14:00";5,2;14,3;0,41;43,9;23,2;13,6;4,2;219;1,3
"2016-12-30 13:00";4,4;16,1;0,46;41,6;25,0;13,6;4,1;210;1,2
"2016-12-30 12:00";2,2;16,5;0,50;42,3;34,4;21,7;3,9;200;1,0
"2016-12-30 11:00";1,3;14,8;0,77;46,7;35,7;21,7;3,7;190;1,4
"2016-12-30 10:00";0,7;14,0;0,64;48,8;26,8;12,2;3,8;202;1,1
"2016-12-30 09:00";0,5;9,8;0,43;54,7;21,9;8,1;3,7;215;1,1
"2016-12-30 08:00";0,6;6,4;0,26;58,6;16,1;4,5;3,6;233;0,9
"2016-12-30 07:00";1,0;2,5;0,20;63,2;16,5;1,8;3,8;235;0,9
"2016-12-30 06:00";0,7;1,1;0,19;63,4;13,8;1,4;3,6;222;1,1
"2016-12-30 05:00";0,5;0,7;0,18;65,0;12,9;1,4;3,5;227;1,0
"2016-12-30 04:00";0,8;0,6;0,18;65,6;14,3;0,9;3,5;232;1,0
"2016-12-30 03:00";1,2;1,0;0,18;65,7;10,7;1,8;3,4;229;1,1
"2016-12-30 02:00";1,3;1,1;0,18;66,7;9,8;2,7;3,5;249;1,1
"2016-12-30 01:00";1,2;0,9;0,20;66,7;8,5;2,7;3,4;234;1,0
"2016-12-30 00:00";1,6;2,1;0,23;65,6;10,3;3,2;3,2;229;0,9
"2016-12-29 23:00";2,0;4,1;0,25;64,7;12,9;6,8;3,0;240;1,0
"2016-12-29 22:00";1,9;4,8;0,29;66,1;15,6;8,6;3,0;232;1,2
"2016-12-29 21:00";1,9;6,0;0,36;66,3;22,3;11,3;3,0;226;1,2
"2016-12-29 20:00";1,9;9,2;0,46;63,1;25,9;12,7;2,7;218;1,2
"2016-12-29 19:00";1,9;11,4;0,46;60,8;21,9;9,5;2,6;223;1,2
"2016-12-29 18:00";1,9;11,4;0,38;58,9;17,0;6,3;2,4;233;1,4
"2016-12-29 17:00";1,6;13,9;0,43;50,8;18,3;10,4;2,1;232;1,1
"2016-12-29 16:00";1,7;16,8;0,55;43,7;21,4;11,3;1,5;193;1,6
