Kuupäev;SO2;NO2;CO;O3;PM10;PM2.5;TEMP;WD10;WS10
"2019-03-31 23:00";0,2;3,5;0,18;80,4;8,5;2,6;1,5;280;1,4
"2019-03-31 22:00";0,0;3,2;0,19;82,6;8,5;2,6;2,5;290;1,7
"2019-03-31 21:00";0,1;4,2;0,22;82,8;10,2;3,0;2,6;289;1,8
"2019-03-31 20:00";-0,0;4,9;0,22;85,7;12,0;3,4;3,0;298;2,1
"2019-03-31 19:00";0,1;3,9;0,20;89,7;12,0;3,4;4,2;268;2,0
"2019-03-31 18:00";0,3;4,0;0,25;89,7;11,5;3,4;6,5;230;1,7
"2019-03-31 17:00";0,3;4,5;0,29;90,4;11,1;3,4;7,0;230;1,7
"2019-03-31 16:00";0,7;7,2;0,37;92,4;11,1;3,4;6,3;231;1,0
"2019-03-31 15:00";0,7;4,2;0,24;99,0;12,4;5,6;7,8;235;1,6
"2019-03-31 14:00";0,2;4,0;0,19;99,2;13,7;7,7;7,7;287;2,0
"2019-03-31 13:00";0,6;4,9;0,21;98,0;13,7;7,7;7,3;266;1,4
"2019-03-31 12:00";0,7;5,4;0,21;95,7;14,5;9,0;7,2;260;1,8
"2019-03-31 11:00";0,8;7,4;0,23;87,5;15,4;10,2;6,7;243;1,5
"2019-03-31 10:00";0,2;8,0;0,25;79,1;15,4;10,2;6,1;210;1,3
"2019-03-31 09:00";0,1;7,6;0,21;80,0;15,4;9,0;5,9;200;1,4
"2019-03-31 08:00";0,4;5,2;0,18;83,9;15,4;7,7;5,6;199;1,4
"2019-03-31 07:00";0,2;4,6;0,19;86,2;15,4;7,7;5,2;194;1,4
"2019-03-31 06:00";0,6;4,0;0,18;86,8;14,1;6,8;4,3;185;1,3
"2019-03-31 05:00";1,0;5,1;0,19;86,3;12,8;6,0;4,0;196;1,3
"2019-03-31 02:00";0,9;3,3;0,19;83,0;14,5;6,8;4,6;194;1,4
"2019-03-31 01:00";1,1;3,4;0,20;86,0;16,2;7,7;5,1;196;1,3
"2019-03-31 00:00";1,3;3,1;0,21;89,3;16,2;7,7;5,3;210;1,0
"2019-03-30 23:00";1,5;4,3;0,26;89,4;20,9;7,3;5,2;214;1,0
"2019-03-30 22:00";1,3;8,7;0,35;84,9;25,6;6,8;5,7;208;0,8
"2019-03-30 21:00";2,1;9,4;0,29;85,1;25,6;6,8;7,0;242;0,9
"2019-03-30 20:00";2,6;16,0;0,44;77,6;24,8;5,1;8,1;232;0,5
"2019-03-30 19:00";1,5;9,8;0,34;88,2;23,9;3,4;9,6;222;1,0
"2019-03-30 18:00";0,9;4,3;0,22;94,0;23,9;3,4;10,5;232;1,2
"2019-03-30 17:00";1,2;3,6;0,19;96,8;23,5;3,4;11,6;249;1,7
"2019-03-30 16:00";1,1;2,8;0,20;98,5;23,1;3,4;12,6;235;1,6
"2019-03-30 15:00";1,2;2,9;0,21;98,0;23,1;3,4;12,8;238;1,8
"2019-03-30 14:00";1,2;3,2;0,20;97,2;18,8;3,8;12,7;243;1,6
"2019-03-30 13:00";1,2;2,6;0,19;95,9;14,5;4,3;11,7;241;1,7
"2019-03-30 12:00";1,3;3,4;0,19;92,4;14,5;4,3;10,5;250;1,4
"2019-03-30 11:00";1,4;3,6;0,20;89,5;12,4;4,3;8,9;244;1,3
"2019-03-30 10:00";1,2;4,1;0,22;87,0;10,2;4,3;7,6;235;1,5
"2019-03-30 09:00";1,1;4,0;0,23;85,0;10,2;4,3;6,3;237;1,4
"2019-03-30 08:00";1,5;3,9;0,22;82,1;10,7;4,7;5,1;237;1,0
"2019-03-30 07:00";1,1;2,5;0,18;80,0;11,1;5,1;3,9;231;0,8
"2019-03-30 06:00";1,5;2,3;0,17;80,1;11,1;5,1;3,8;218;1,0
"2019-03-30 05:00";1,7;2,1;0,17;80,0;11,5;5,6;3,9;228;0,9
"2019-03-30 04:00";1,5;2,2;0,17;81,4;12,0;6,0;4,1;225;1,0
