Kuupäev;SO2;NO2;CO;O3;PM10;PM2.5;TEMP;WD10;WS10
"2020-06-30 23:00";0,5;2,2;0,15;96,1;6,8;2,6;14,4;158;1,4
"2020-06-30 22:00";0,5;2,3;0,16;98,5;6,0;1,7;14,5;164;1,4
"2020-06-30 21:00";0,5;2,2;0,17;97,8;5,1;0,9;15,0;167;1,4
"2020-06-30 20:00";0,6;3,0;0,26;96,2;5,1;0,9;16,0;169;1,4
"2020-06-30 19:00";0,6;2,1;0,14;104,4;5,1;1,7;18,6;189;1,1
"2020-06-30 18:00";0,5;2,5;0,15;102,8;5,1;2,6;17,9;185;1,2
"2020-06-30 17:00";0,5;2,1;0,15;102,2;5,1;2,6;17,4;184;1,2
"2020-06-30 16:00";0,5;1,8;0,12;104,5;6,0;4,3;17,1;228;0,7
"2020-06-30 15:00";0,5;2,8;0,13;89,9;6,8;6,0;15,8;227;0,8
"2020-06-30 14:00";0,7;2,9;0,07;77,3;6,8;6,0;15,5;241;0,8
"2020-06-30 13:00";0,5;3,4;0,11;89,5;10,2;6,8;14,9;276;1,0
"2020-06-30 12:00";0,6;4,4;0,15;88,8;13,7;7,7;16,8;270;0,8
"2020-06-30 11:00";0,4;6,0;0,19;67,4;13,7;7,7;19,8;136;2,2
"2020-06-30 10:00";0,7;3,8;0,11;62,9;11,5;6,0;19,8;131;2,1
"2020-06-30 09:00";0,6;7,4;0,09;58,4;9,4;4,3;18,8;121;1,4
"2020-06-30 08:00";0,5;5,0;0,15;57,0;9,4;4,3;18,6;110;1,1
"2020-06-30 07:00";0,5;2,5;0,12;66,9;9,8;3,8;18,5;52;0,5
"2020-06-30 06:00";0,5;2,5;0,14;70,8;10,2;3,4;18,4;26;0,5
"2020-06-30 05:00";0,5;1,6;0,16;68,5;10,2;3,4;18,5;321;0,3
"2020-06-30 04:00";0,5;1,7;0,15;66,4;9,4;3,8;18,3;292;0,1
"2020-06-30 03:00";0,5;1,7;0,15;68,9;8,5;4,3;18,5;311;0,2
"2020-06-30 02:00";0,5;1,3;0,17;73,4;8,5;4,3;18,4;148;0,5
"2020-06-30 01:00";0,4;1,5;0,16;82,4;8,5;5,6;18,2;131;0,9
"2020-06-30 00:00";0,4;1,8;0,17;104,4;8,5;6,8;18,2;120;1,0
"2020-06-29 23:00";0,4;2,3;0,17;112,1;8,5;6,8;18,2;110;1,1
"2020-06-29 22:00";0,4;4,4;0,17;111,5;17,9;7,7;18,5;99;1,2
"2020-06-29 21:00";0,4;7,9;0,20;106,2;27,3;8,5;18,7;110;0,9
"2020-06-29 20:00";0,4;8,2;0,21;109,4;27,3;8,5;18,9;279;0,1
"2020-06-29 19:00";0,3;6,5;0,20;116,5;28,2;7,7;21,6;339;0,7
"2020-06-29 18:00";0,4;9,0;0,20;111,7;29,0;6,8;23,9;82;1,4
"2020-06-29 17:00";0,5;4,4;0,18;117,6;29,0;6,8;25,3;77;2,0
"2020-06-29 16:00";0,5;3,6;0,19;113,0;27,8;6,4;25,4;76;2,1
"2020-06-29 15:00";0,6;3,5;0,19;106,6;26,5;6,0;25,7;100;1,9
"2020-06-29 14:00";0,5;2,9;0,18;106,0;26,5;6,0;25,1;86;1,7
"2020-06-29 13:00";0,5;5,2;0,18;100,2;22,6;5,1;24,3;77;1,6
"2020-06-29 12:00";0,5;3,0;0,17;100,6;18,8;4,3;23,6;91;1,6
"2020-06-29 11:00";0,6;3,8;0,18;96,5;18,8;4,3;22,8;81;1,4
"2020-06-29 10:00";0,6;2,1;0,21;92,9;15,4;4,7;21,7;98;1,4
"2020-06-29 09:00";0,6;2,4;0,21;85,3;12,0;5,1;20,4;75;1,3
"2020-06-29 08:00";0,6;1,8;0,15;87,8;12,0;5,1;19,1;88;1,5
"2020-06-29 07:00";0,6;1,3;0,14;91,4;12,0;6,4;18,4;95;1,6
"2020-06-29 06:00";0,6;1,2;0,15;94,7;12,0;7,7;17,9;93;1,2
"2020-06-29 05:00";0,5;1,1;0,15;98,0;12,0;7,7;17,9;84;1,0
"2020-06-29 04:00";0,5;0,8;0,15;98,6;12,4;7,3;18,5;84;1,1
"2020-06-29 03:00";0,5;1,6;0,16;98,8;12,8;6,8;19,2;83;1,4
"2020-06-29 02:00";0,4;1,1;0,16;107,8;12,8;6,8;19,9;69;1,1
"2020-06-29 01:00";0,3;1,5;0,16;103,6;14,5;6,8;20,7;84;1,2
"2020-06-29 00:00";0,4;2,2;0,16;100,0;16,2;6,8;21,3;353;0,5
"2020-06-28 23:00";0,5;2,2;0,17;111,5;16,2;6,8;22,9;347;0,6
"2020-06-28 22:00";0,6;2,3;0,18;124,0;17,1;6,8;24,5;351;0,8
"2020-06-28 21:00";0,6;1,9;0,18;129,5;17,9;6,8;25,5;3;0,6
"2020-06-28 20:00";0,7;1,1;0,21;132,1;17,9;6,8;26,9;10;0,8
"2020-06-28 19:00";0,8;1,0;0,15;133,7;16,7;6,8;27,5;42;1,3
"2020-06-28 18:00";0,7;0,9;0,15;129,6;15,4;6,8;27,8;24;1,1
"2020-06-28 17:00";0,7;0,6;0,17;127,9;15,4;6,8;27,9;28;1,1
"2020-06-28 16:00";0,6;0,6;0,15;118,7;14,9;6,0;27,8;6;0,9
"2020-06-28 15:00";0,6;0,7;0,16;109,2;14,5;5,1;27,8;1;0,9
"2020-06-28 14:00";0,5;0,5;0,16;107,7;14,5;5,1;27,7;355;0,9
"2020-06-28 13:00";0,4;1,1;0,22;110,2;13,2;5,1;27,0;71;1,0
"2020-06-28 12:00";0,5;1,4;0,16;110,4;12,0;5,1;26,8;78;1,5
"2020-06-28 11:00";0,4;1,4;0,16;112,0;12,0;5,1;26,2;63;1,2
"2020-06-28 10:00";0,4;1,3;0,15;114,5;11,1;5,1;25,8;62;0,9
"2020-06-28 09:00";0,5;1,2;0,17;109,6;10,2;5,1;24,7;72;1,1
"2020-06-28 08:00";0,5;1,3;0,17;101,6;10,2;5,1;23,6;47;0,6
"2020-06-28 07:00";0,5;2,5;0,17;94,0;9,8;5,1;21,4;99;0,5
"2020-06-28 06:00";0,4;3,0;0,17;96,7;9,4;5,1;20,6;299;0,3
"2020-06-28 05:00";0,4;1,3;0,16;113,0;9,4;5,1;21,2;328;0,5
"2020-06-28 04:00";0,4;0,9;0,15;115,6;14,9;6,0;21,8;108;0,5
"2020-06-28 03:00";0,5;0,8;0,15;118,4;20,5;6,8;22,8;83;0,6
"2020-06-28 02:00";0,5;0,6;0,15;118,3;20,5;6,8;22,7;32;0,6
"2020-06-28 01:00";0,5;2,1;0,17;132,0;20,1;6,8;23,5;354;0,5
"2020-06-28 00:00";0,4;4,1;0,19;140,6;19,6;6,8;24,4;340;0,7
"2020-06-27 23:00";0,4;4,1;0,20;143,2;19,6;6,8;24,4;29;0,3
"2020-06-27 22:00";0,4;4,9;0,19;141,4;20,1;6,8;25,2;92;1,1
"2020-06-27 21:00";0,3;3,5;0,18;141,1;20,5;6,8;26,1;71;1,1
"2020-06-27 20:00";0,4;1,7;0,17;143,0;20,5;6,8;27,1;47;1,2
"2020-06-27 19:00";0,5;2,5;0,17;143,1;21,4;6,8;27,7;68;1,5
