Kuupäev;SO2;NO2;CO;O3;PM10;PM2.5;TEMP;WD10;WS10
"2023-03-31 23:00";0,3;0,6;0,23;58,8;5,4;1,6;0,7;6;1,0
"2023-03-31 22:00";0,2;0,4;0,23;57,3;6,2;2,4;0,7;356;1,0
"2023-03-31 21:00";0,4;0,6;0,22;60,5;6,2;2,4;0,7;1;0,9
"2023-03-31 20:00";0,2;0,2;0,22;63,7;6,6;2,8;0,8;31;1,5
"2023-03-31 19:00";0,2;0,5;0,22;64,6;7,0;3,1;0,9;15;1,1
"2023-03-31 18:00";0,1;0,5;0,23;62,6;7,0;3,1;1,1;29;1,3
"2023-03-31 17:00";0,3;0,0;0,23;63,6;7,8;3,5;1,3;31;1,5
"2023-03-31 16:00";0,4;-0,2;0,23;60,5;8,5;3,9;1,3;44;1,4
"2023-03-31 15:00";0,4;0,1;0,22;64,1;8,5;3,9;1,0;33;1,5
"2023-03-31 14:00";0,4;0,0;0,22;61,6;9,7;4,7;1,1;39;1,4
"2023-03-31 13:00";0,5;0,3;0,22;64,0;10,9;5,5;1,3;29;1,2
"2023-03-31 12:00";0,4;0,4;0,23;62,4;10,9;5,5;1,3;41;1,3
"2023-03-31 11:00";0,4;-0,1;0,23;60,2;11,3;6,3;1,1;62;1,4
"2023-03-31 10:00";0,4;-0,2;0,24;57,1;11,7;7,1;0,6;60;1,5
"2023-03-31 09:00";0,4;-0,5;0,31;45,3;11,7;7,1;0,5;45;1,5
"2023-03-31 08:00";0,3;0,1;0,27;45,9;13,6;7,1;0,2;42;1,1
"2023-03-31 07:00";0,3;0,3;0,22;55,1;15,5;7,1;0,0;29;0,8
"2023-03-31 06:00";0,2;0,5;0,21;55,6;15,5;7,1;0,0;57;0,9
"2023-03-31 05:00";0,3;0,6;0,21;50,4;14,8;7,1;0,1;71;0,3
"2023-03-31 04:00";0,2;0,4;0,21;56,8;14,0;7,1;0,4;109;0,6
"2023-03-31 03:00";0,1;0,6;0,22;53,1;14,0;7,1;0,4;128;0,6
"2023-03-31 02:00";0,3;0,3;0,23;51,3;14,0;6,3;0,5;106;0,5
"2023-03-31 01:00";0,3;0,3;0,24;53,6;14,0;5,5;0,5;162;1,0
"2023-03-31 00:00";0,2;0,7;0,28;47,6;14,0;5,5;0,6;136;0,6
"2023-03-30 23:00";0,2;0,6;0,31;47,3;12,0;5,1;0,6;154;0,8
"2023-03-30 22:00";0,2;0,5;0,33;48,7;10,1;4,7;0,5;142;0,8
"2023-03-30 21:00";0,3;0,2;0,35;49,0;10,1;4,7;0,3;144;0,8
"2023-03-30 20:00";0,4;0,0;0,37;50,0;12,8;3,9;0,1;131;0,8
"2023-03-30 19:00";0,4;0,3;0,34;54,6;15,5;3,1;-0,1;99;0,8
"2023-03-30 18:00";0,5;0,8;0,30;57,4;15,5;3,1;-0,3;102;1,0
